id,amazonBiomeArea_ha_25Sites,forestArea_ha_25Sites,otherArea_ha_25Sites,workerPerHa_25Sites,z_0_25Sites,zbar_25Sites,x_0_25Sites,b_25Sites,theta_25Sites,gamma_25Sites,x_0_alt_25Sites,b_alt_25Sites,theta_alt_25Sites,d_theta_winsorized,pastureArea_value,gamma_alt_25Sites,a_25Sites,k_25Sites,zeta_25Sites,zeta_alt_25Sites,rho_25Sites,r_25Sites,C_0_25Sites,C_0_alt_25Sites,C_0_old_25Sites,C0bern_0_25Sites,C1bern_0_25Sites,C2bern_0_25Sites,C3bern_0_25Sites,u_25Sites,u_alt_25Sites,u_old_25Sites,u_bern_25Sites,theta_scenario2_25Sites,theta_scenario3_25Sites,theta_scenario4_25Sites,theta_scenario5_25Sites,p_0_25Sites,p_0_alt_25Sites
1,835019.24706884,827265.5800701508,8132.98579215894,0.04192290940698657,577.0929400978703,827842.6730102487,384025179.7772737,17296037.39175328,8.41355448061274e-14,464.21027180256795,422811722.9347784,19042937.168320358,7.64173885614236e-14,1,0.02181669823518516,511.0955092546273,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,1.6127128610325292e-11,3.026805128738428e-11,4.354540616737096e-11,4.7798477567952056e-11,44.53497930237984,43.68293056940959
2,5983815.8727424415,5918368.32325191,62309.389169508286,0.038641476089400634,5589.185180833704,5923957.508432743,2720525295.1748037,122559441.61034073,8.415938794238545e-14,459.67488783800167,2995298349.9874587,134937945.21298513,7.643904445266615e-14,0,15888.358730418193,506.1020515096398,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,1.874306803275352e-11,3.5177752853976485e-11,5.060879280062094e-11,5.5551743807920064e-11,44.53497930237984,43.68293056940959
3,21167120.751716275,15481629.502034862,4901445.072684618,0.038525445459091756,787674.0828325496,16269303.58486741,7328919239.368394,346638095.03640145,7.440859599463638e-13,473.394563434366,8069140082.544601,381648542.63507795,6.758273932301215e-13,0,1019375.9753759223,521.2074143412369,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,1.916327022184375e-11,3.596640542305881e-11,5.174339496313096e-11,5.679716234425977e-11,44.53497930237984,43.68293056940959
4,8842695.163339837,8307459.240169194,528006.4475258578,0.0305987421401925,9646.86174464566,8317106.10191384,5092449026.000752,229464112.77434748,6.5337495887580075e-12,612.9971726345825,5606786377.626829,252639988.1645566,5.934377464811996e-12,0,116427.16726448695,674.9098870706754,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,1.802318609199731e-11,3.382664913116496e-11,4.866501519084146e-11,5.34181178148354e-11,44.53497930237984,43.68293056940959
5,13137913.82653348,11364087.944410058,1647447.872232347,0.040382847595357686,128634.50305749544,11492722.447467552,7344792296.278605,334311958.259317,9.522608403244235e-12,646.3160380496241,8086616318.2027445,368077466.043508,8.649053953900304e-12,0,451371.525146347,711.5939578926361,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,1.7434147836929522e-11,3.272111816248352e-11,4.707453304830903e-11,5.1672293588971834e-11,44.53497930237984,43.68293056940959
6,3741019.2315529953,3625744.465382131,101010.70053351251,0.05525124175467254,16248.65368515371,3641993.1190672847,2091465936.553667,94553320.30683045,2.703546335981055e-13,576.8376554174067,2302703996.1455874,104103205.65782031,2.4555370899010486e-13,0,567.3773296241968,635.0982586145648,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,2.126174544472721e-11,3.9904909121161367e-11,5.7409558985294205e-11,6.301673951087823e-11,44.53497930237984,43.68293056940959
7,28939360.5,27864744.22980033,997486.4839845134,0.04566786647018483,77127.05958015787,27941871.289380487,14118044619.794952,637175453.932768,7.720732989813702e-13,506.66334861585483,15543967126.394241,701530174.7799776,7.012473196924343e-13,0,5098.447119747199,557.8363468260561,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,2.0601585865104633e-11,3.8665894756193693e-11,5.5627039745536855e-11,6.106012196163541e-11,44.53497930237984,43.68293056940959
8,28939360.5,25617910.732513636,2907818.1018265346,0.039306092479815244,413615.3758627868,26031526.108376425,12227230061.581656,559201162.2888036,3.915166505378596e-12,477.2922424959171,13462180297.801403,615680479.6799728,3.5560095416699322e-12,0,172554.9607788763,525.4987589880047,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,2.015010997127784e-11,3.781854642534341e-11,5.440799439366451e-11,5.9722012685956e-11,44.53497930237984,43.68293056940959
9,28939360.5,25078486.645422757,2445236.2366634407,0.037125190136165984,1415637.311141416,26494123.956564173,14411551625.473948,685240526.73649,7.84610825327288e-12,574.6579460409465,15867118339.646816,754449819.9368755,7.1263471873504805e-12,0,783712.2008302079,632.6983985910821,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,1.9867766940790892e-11,3.7288633535460274e-11,5.364563041442467e-11,5.88851887642718e-11,44.53497930237984,43.68293056940959
10,28922502.584513273,22907943.082298495,3039129.192074161,0.03512435873212318,2975490.4028124437,25883433.48511094,12187124212.706154,619756496.7175052,9.833601455590005e-12,532.0042995096941,13418023758.189474,682351902.8859731,8.931518124968215e-12,0,2181965.450248537,585.7367337601731,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,2.0536243806058184e-11,3.854325812060718e-11,5.5450607438847854e-11,6.086645754566642e-11,44.53497930237984,43.68293056940959
11,22282205.25645397,11069899.831789628,3304703.8718867716,0.04462575674330154,7911410.245586968,18981310.077376597,5054339274.867997,390059575.36298585,1.0287487624670694e-11,456.58401174989507,5564827541.629664,429455592.47464746,9.343767143206805e-12,0,3742615.8518196223,502.69899693663444,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,2.0598478184745968e-11,3.866006213522603e-11,5.5618648592547005e-11,6.105091124635552e-11,44.53497930237984,43.68293056940959
12,1809786.991361972,674502.1576725424,825327.9234058463,0.052694079439627325,311951.50005318614,986453.6577257286,148417874.98434517,9769303.760261446,8.112535690925205e-12,220.0406229929351,163408080.35776404,10756003.440047853,7.368333960876662e-12,0,279729.7010267656,242.26472591522156,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,2.2208267574122635e-11,4.168138037338679e-11,5.99652954444516e-11,6.582209425583336e-11,44.53497930237984,43.68293056940959
13,24100007.702127814,23491872.312353924,118849.90412291663,0.06322792616160332,491859.8040786723,23983732.116432596,15206524252.254847,698736052.70510006,7.722945973210132e-12,647.3100164203612,16742383201.732586,769308394.0283152,7.014483172761246e-12,0,270468.39677772403,712.6883280788177,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,2.155297800668203e-11,4.045150624547282e-11,5.81959258895283e-11,6.387991071859974e-11,44.53497930237984,43.68293056940959
14,28754954.75,27830274.976345185,375790.39256186713,0.043760007172182425,548889.5382631884,28379164.514608372,16635877404.593084,763504989.6375941,7.207591266516105e-12,597.7618769032297,18316101022.456985,840618993.5909911,6.5464044200872885e-12,0,386357.33691731177,658.1358264704559,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,2.1184773568562194e-11,3.976044517151833e-11,5.720172461551531e-11,6.278860599838915e-11,44.53497930237984,43.68293056940959
15,28754954.75,26311777.893229403,1249504.461496085,0.033917283391835626,1193672.49308202,27505450.386311423,14453437602.755796,680023276.1732314,9.42518038282981e-12,549.3143664182032,15913234800.63413,748705627.0667276,8.560563472143332e-12,0,836787.7907578343,604.7951174264417,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,2.1851536944792334e-11,4.1011853810707956e-11,5.900207499015546e-11,6.4764796246011e-11,44.53497930237984,43.68293056940959
16,28754954.75,26664078.710324317,674257.5201185781,0.025404980683367818,1416617.9765703264,28080696.686894644,14893708593.146969,705940678.8657895,8.596436317249728e-12,558.5682803801556,16397973161.054813,777240687.4312341,7.807844066530178e-12,0,1113437.5388831769,614.9836766985512,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,2.158399767051926e-11,4.050972521294243e-11,5.827968313445426e-11,6.39718485174426e-11,44.53497930237984,43.68293056940959
17,28143780.312925834,21475260.257911734,613951.8531867928,0.022620423410643783,6055143.679170087,27530403.93708182,9637548577.882023,556064011.05226,9.042979185341317e-12,448.7744717473884,10610940984.248106,612226476.1685383,8.213423419928536e-12,0,5475634.9996341895,494.1006933938746,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,2.3770598693321016e-11,4.461362699870959e-11,6.418379861369275e-11,7.04526178139394e-11,44.53497930237984,43.68293056940959
18,10140852.050391562,3082013.4214707282,314640.80406349426,0.03041736682329285,6746442.01524306,9828455.436713789,1224279382.054788,175717632.39358357,1.1147581540119314e-11,397.2336309523809,1347931599.6423216,193465113.2653355,1.0124960526902192e-11,0,6207682.244515253,437.35422767857136,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,2.337270019242599e-11,4.386683489930553e-11,6.310941939507791e-11,6.927330418478062e-11,44.53497930237984,43.68293056940959
19,4383962.47035026,4293503.036203153,7650.9686936086055,0.05992433687304006,84410.49024825825,4377913.526451412,2883710619.6809464,132340003.4330518,1.259475632360494e-11,671.6451800232288,3174965392.268722,145706343.77979004,1.1439379040513116e-11,0,206587.17206191536,739.481343205575,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,2.191492070234771e-11,4.1130815026360756e-11,5.917321962066309e-11,6.49526565394884e-11,44.53497930237984,43.68293056940959
20,8471226.918214634,5898330.1056244625,127151.16369795562,0.047843031659120225,2448200.526316281,8346530.631940743,3325437003.6142282,211792073.46496257,1.1917844068684245e-11,563.7929624256187,3661306140.979265,233183072.8849238,1.0824563186815843e-11,0,1431127.4708547427,620.7360516306062,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,2.2135536736184682e-11,4.154487617688208e-11,5.97689124456285e-11,6.560653056748711e-11,44.53497930237984,43.68293056940959
21,22304363.301273398,13832792.738662675,1087434.4444191519,0.03190932742537196,7385903.415532125,21218696.154194802,6971764597.716865,481321873.91469103,1.6270852075912678e-11,504.00267895511604,7675912822.086268,529935383.1800749,1.4778248933617328e-11,0,6204081.494931814,554.9069495295828,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,2.3690595622169438e-11,4.446347397895789e-11,6.396777961166768e-11,7.02155002777552e-11,44.53497930237984,43.68293056940959
22,21081987.300339483,12314467.32332126,312463.3646718772,0.020872181465006582,8456499.238591501,20770966.56191276,5288426476.615228,401468621.5872361,1.366942261868677e-11,429.44825283672265,5822557550.7533655,442016952.36754686,1.2415461052394886e-11,0,4944711.708524136,472.8225263732316,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,2.459119735460524e-11,4.6153759961387606e-11,6.639952485172524e-11,7.288475360521553e-11,44.53497930237984,43.68293056940959
23,17035387.915542766,11281940.94497623,525010.5011196121,0.015445526798969229,5225548.432015713,16507489.376991943,4140575761.3613744,272672914.3514441,1.1559844918281991e-11,367.0091681525017,4558773913.258874,300212878.70094,1.049940501206357e-11,0,4766763.203213978,404.07709413590436,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,2.5947491097480367e-11,4.869930725390558e-11,7.006169952291552e-11,7.690461216843578e-11,44.53497930237984,43.68293056940959
24,2159593.1252544476,716469.9033359126,583146.6038722268,0.01615878450479205,860690.5049079219,1577160.4082438345,218282582.801102,21626242.004780106,1.5926110048729604e-11,304.6639946559786,240329123.66401333,23810492.447262898,1.4465131742715352e-11,0,964141.1787930097,335.4350581162325,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,2.7075177167558448e-11,5.081579436267328e-11,7.310660287411697e-11,8.024691064119733e-11,44.53497930237984,43.68293056940959
25,3917941.753463308,1146388.33236162,459382.4531138084,0.01621969355322697,2311933.2144305524,3458321.5467921724,334356420.5711291,45397019.50376297,1.6410417528980286e-11,291.6606974552309,368126419.0488131,49982118.47364302,1.4905011379636955e-11,0,3536660.2006435283,321.1184278982092,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,19915817919.704426,21715788326.40128,6942738120.186307,7333282107.023581,7698074019.770763,3965401987.0178003,67365853.28576563,2.008453790914837e-9,1.841977799690073e-9,5.761415641430907e-9,2.098181908019197e-9,2.6737269754848182e-11,5.018159597897877e-11,7.21942076245365e-11,7.924540192400785e-11,44.53497930237984,43.68293056940959
